city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,31.0,-0.01,-0.05,0.19,0.16,-1.0,40.86,69.7,300.23,300.29,296.82,302.1,298.5,31.51,81.81,40.86,18.31,2.57,28.04,6.37,31.7,23.9,44.0,7
sj,32.0,0.01,0.03,0.17,0.18,6.3,35.99,83.58,300.59,300.64,296.6,302.7,298.4,24.6,79.03,35.99,18.05,2.97,28.53,6.59,32.2,24.4,12.8,20
sj,33.0,0.04,0.11,0.13,0.18,11.04,20.92,42.3,301.0,301.2,296.4,302.9,299.2,14.1,76.17,20.92,17.82,2.66,28.94,7.23,33.9,24.4,10.5,14
sj,34.0,-0.02,-0.02,0.18,0.17,-1.36,37.3,75.19,300.79,300.85,297.27,302.6,298.6,44.4,81.26,37.3,18.77,2.59,29.0,6.31,32.2,24.4,28.3,14
sj,35.0,0.1,0.06,0.1,0.11,-8.536,20.3,36.68,300.91,301.05,297.05,302.6,298.7,13.5,79.68,20.3,18.53,2.64,29.06,6.49,33.3,25.0,20.6,7
sj,36.0,0.04,0.05,0.16,0.2,-4.54,62.61,96.7,300.86,300.9,296.39,302.6,298.9,25.37,76.71,62.61,17.82,2.63,28.61,7.06,32.8,24.4,23.8,14
sj,37.0,0.11,0.07,0.11,0.1,0.18,42.51,58.11,300.96,301.0,297.15,302.8,299.3,33.4,79.87,42.51,18.72,2.34,28.99,6.97,33.9,25.0,20.6,10
sj,38.0,0.04,0.12,0.09,0.14,4.43,52.29,80.37,301.1,301.26,297.3,303.3,299.3,16.0,80.03,52.29,18.9,2.43,28.64,6.11,32.2,24.4,32.8,13
sj,39.0,0.13,-0.07,0.23,0.23,1.14,180.49650000000017,298.51,299.8,299.96,297.08,302.9,297.7,203.96500000000026,85.33,180.49650000000017,18.65,2.54,27.23,6.06,33.9,23.3,158.2,27
sj,40.0,0.03,0.01,0.24,0.18,-0.24,10.06,32.31,301.03,301.21,296.48,303.6,298.7,8.57,76.47,10.06,17.96,3.67,29.14,8.09,34.4,24.4,21.8,13
sj,41.0,-0.02,0.03,0.09,0.06,12.2,34.73,69.94,300.68,300.68,296.58,302.5,298.9,35.7,78.48,34.73,18.07,2.56,28.29,6.21,31.7,24.4,24.4,18
sj,42.0,0.13,0.09,0.24,0.21,4.84,83.2,114.55,300.51,300.68,296.86,303.4,298.6,41.4,80.67,83.2,18.4,3.16,28.13,6.19,32.2,23.9,41.4,16
sj,43.0,0.1,0.07,0.08,0.08,4.83,10.82,41.91,300.65,300.81,296.22,302.7,299.2,18.0,76.92,10.82,17.7,2.44,28.29,6.73,32.2,23.9,15.1,16
sj,44.0,0.08,0.09,0.1,0.12,2.34,96.72,139.78,299.89,300.16,296.26,302.4,298.6,25.2,80.66,96.72,17.76,2.37,27.5,5.64,31.7,23.9,34.1,20
sj,45.0,0.13,0.13,0.25,0.19,-1.48,105.49,127.86,299.67,299.9,295.38,301.8,298.2,31.2,77.53,105.49,16.82,2.4,27.06,6.53,30.6,22.8,109.0,17
sj,46.0,0.02,-0.0,0.06,0.06,-0.45,18.75,25.41,299.92,299.97,295.6,302.1,298.3,24.5,77.31,18.75,17.04,2.4,27.24,6.36,31.1,23.9,7.7,4
sj,47.0,0.33,-0.01,0.22,0.14,3.64,122.87,155.54,298.55,298.56,295.56,300.4,296.9,145.8,83.63,122.87,17.01,1.86,26.33,4.8355,28.9,23.3,70.7,15
sj,48.0,0.04,-0.06,0.2,0.24,0.66,18.37,39.21,298.43,298.46,293.46,300.0,297.0,24.9,74.3,18.37,14.92,1.97,26.33,4.9,29.4,23.3,26.9,8
sj,49.0,-0.16,-0.09,0.21,0.27,-8.536,0.0,11.08,298.79,298.9,293.74,300.3,297.6,2.71,73.76,0.0,15.16,2.11,25.64,6.44,28.9,21.1,7.7,6
sj,50.0,-0.0,-0.03,0.21,0.18,4.13,0.0,19.55,298.16,298.36,293.27,300.2,296.1,2.8,74.33,0.0,14.71,2.36,25.16,6.31,28.9,20.6,10.4,12
sj,51.0,-0.15,-0.02,0.18,0.13,5.75,5.54,33.43,298.8,298.95,295.25,300.8,297.5,29.32,80.89,5.54,16.62,2.24,26.27,5.63,30.6,22.8,30.6,15
sj,52.0,-0.13,-0.06,0.2,0.14,5.82,150.31,175.31,298.68,298.87,295.74,300.9,296.9,41.3,83.95,150.31,17.15,2.06,26.24,5.71,30.0,22.8,55.7,11
sj,52.0,0.13,0.12,0.2,0.19,4.1,38.34,56.98,298.65,299.29,295.64,302.4,296.2,27.24,80.3,38.34,17.09,2.86,27.41,7.3,32.8,22.2,23.85,10
sj,1.0,0.01,-0.05,0.12,0.1,9.03,0.0,19.55,297.59,297.66,292.77,299.5,296.1,21.68,74.78,0.0,14.26,1.96,24.99,4.9,28.3,21.1,23.8,15
sj,2.0,0.02,-0.02,0.13,0.13,0.07,0.0,31.12,297.6,297.61,293.67,298.9,296.2,43.1,78.8,0.0,15.04,1.91,25.2,5.39,28.3,22.2,55.6,17
sj,3.0,-0.11,-0.08,0.2,0.22,-1.68,14.67,25.94,297.4,297.56,294.31,299.4,295.8,76.36,83.06,14.67,15.67,1.91,25.23,4.91,28.3,21.7,32.4,7
sj,4.0,-0.05,0.04,0.17,0.15,-0.49,15.2,25.17,296.54,296.61,292.51,299.0,294.8,31.85,78.54,15.2,14.09,2.66,24.181,6.33,28.3,17.8,34.0,7
sj,5.0,0.04,-0.08,0.21,0.18,-6.29,0.0,17.59,296.15,296.36,292.2,298.9,294.3,31.8,78.64,0.0,13.77,1.97,24.181,4.8355,27.8,19.4,5.4,8
sj,6.0,-0.08,-0.04,0.3,0.31,-0.39,0.0,13.69,296.1,296.36,290.98650000000004,299.5,293.3,6.4,70.8,0.0,12.778500000000001,3.11,24.181,5.99,27.8,19.4,10.1,9
sj,7.0,0.13,0.09,0.18,0.18,9.05,0.0,28.88,296.35,296.4,291.04,298.9,293.4,5.3,72.25,0.0,12.81,3.09,24.181,6.23,27.8,18.9,4.6,12
sj,8.0,0.11,-0.05,0.19,0.2,1.94,0.0,22.26,296.48,296.55,291.58,298.9,295.0,10.1,74.19,0.0,13.24,2.16,24.49,4.8355,27.8,21.7,2.1,12
sj,9.0,-0.1,-0.04,0.16,0.11,9.23,0.0,8.81,297.27,297.45,293.27,300.3,295.5,5.92,78.67,0.0,14.75,2.96,25.03,7.13,30.6,20.0,5.3,5
sj,10.0,0.13,0.08,0.24,0.25,-2.99,3.93,20.25,298.06,298.22,293.77,301.4,295.5,3.3,77.39,3.93,15.2,4.36,26.01,7.7,31.1,20.0,0.0,4
sj,11.0,0.06,0.01,0.19,0.24,-2.96,0.0,25.54,297.85,297.91,292.79,301.6,294.8,0.6,73.59,0.0,14.28,4.26,25.84,8.41,33.3,20.0,0.0,11
sj,12.0,-0.04,-0.08,0.16,0.21,8.47,0.0,6.37,298.25,298.5,293.22,301.2,295.6,0.6,73.87,0.0,14.67,3.91,26.4,8.51,32.8,20.0,0.0,4
sj,13.0,0.13,-0.1,0.18,0.15,0.48,0.0,7.12,299.07,299.31,294.44,301.0,297.3,0.6,75.74,0.0,15.78,2.8,27.49,8.67,33.3,22.2,0.0,5
sj,14.0,0.0,-0.0,0.12,0.16,1.03,13.44,20.92,299.11,299.36,294.93,301.5,297.4,8.0,78.0,13.44,16.3,3.01,27.3,7.49,33.3,22.2,7.4,7
sj,15.0,-0.12,-0.12,0.15,0.12,-3.27,33.69,37.75,299.19,299.38,294.95,301.9,296.8,23.7,77.65,33.69,16.32,3.39,27.4,8.16,32.8,22.8,21.1,1
sj,16.0,0.02,0.01,0.09,0.11,-3.13,42.88,48.42,300.01,300.11,295.65,302.7,297.1,3.6,77.24,42.88,17.06,3.73,28.17,8.41,33.9,22.2,97.3,1
sj,17.0,-0.09,0.12,0.1,0.11,-1.35,180.49650000000017,247.9,298.92,299.02,295.54,301.6,296.4,98.5,81.75,180.49650000000017,16.96,3.59,26.79,6.89,32.8,22.8,207.5,4
sj,18.0,-0.14,-0.13,0.22,0.21,-2.28,0.0,9.82,299.54,299.56,295.55,301.9,297.5,11.0,78.91,0.0,16.96,2.76,27.37,5.7,31.7,23.3,48.2,2
sj,19.0,0.06,0.08,0.13,0.1,-2.34,38.66,49.14,299.95,299.94,295.3,301.8,297.9,10.11,75.7,38.66,16.67,2.91,27.3,6.23,31.7,23.3,11.4,6
sj,20.0,0.13,0.05,0.07,0.05,4.5,102.56,111.24,299.07,298.99,296.08,301.6,296.8,96.0,83.76,102.56,17.53,2.51,26.27,5.96,30.6,22.2,110.9,3
sj,21.0,0.05,0.07,0.1,0.09,1.75,156.94,162.56,299.81,300.04,296.9,303.0,297.1,145.7,84.34,156.94,18.49,3.07,28.39,6.66,35.0,23.9,71.2,4
sj,22.0,-0.01,-0.0,0.18,0.15,-0.77,84.78,101.12,300.84,300.88,297.5645,303.4,298.7,14.59,82.63,84.78,19.21,2.9,28.84,6.34,34.4,25.0,23.9,10
sj,23.0,0.06,0.1,0.19,0.18,-4.37,32.02,50.16,301.12,301.13,296.69,303.0,299.3,4.5,76.94,32.02,18.17,2.57,28.73,5.96,32.8,24.4,4.4,12
sj,24.0,0.04,0.12,0.12,0.12,3.45,97.46,145.54,299.98,300.11,296.54,302.1,298.3,15.9,81.52,97.46,18.03,2.87,27.51,5.8,31.1,23.9,44.5,21
sj,25.0,0.13,0.06,0.21,0.21,4.25,8.36,68.3,301.249,301.36,297.46,304.0,298.5,4.2,79.72,8.36,19.04,3.51,29.4045,7.66,34.4,25.0,0.0,26
sj,26.0,0.09,0.07,0.09,0.09,4.84,23.36,77.6,301.09,301.08,297.31,302.8,298.9,28.59,80.01,23.36,18.85,2.59,29.04,6.81,33.3,24.4,52.3,21
sj,27.0,0.09,0.25,0.17,0.24,0.83,42.06,101.6,301.249,301.29,297.36,303.7,299.2,32.4,79.38,42.06,18.89,2.94,29.03,6.26,33.9,25.0,34.8,30
sj,28.0,0.05,0.05,0.11,0.14,7.66,92.52,174.91,300.67,300.62,297.0,302.5,298.7,45.28,80.56,92.52,18.51,2.61,28.44,6.34,32.8,24.4,52.8,45
sj,29.0,-0.07,-0.02,0.24,0.23,11.44,39.49,146.71,300.87,300.89,296.98,303.1,298.8,31.9,79.48,39.49,18.48,2.44,28.39,7.1,32.8,23.9,50.3,56
sj,30.0,-0.11,-0.01,0.26,0.22,19.02,64.25,221.37,300.85,300.92,297.5645,302.9,298.7,34.3,82.41,64.25,19.11,2.73,28.93,6.17,32.2,23.9,73.8,75
sj,31.0,-0.06,-0.03,0.14,0.12,8.82,80.34,248.98,301.16,301.11,297.29,303.0,299.3,54.1,79.62,80.34,18.83,2.87,28.94,5.93,33.3,25.0,41.0,83
sj,32.0,0.13,0.02,0.27,0.19,12.87,18.15,186.51,301.249,301.38,297.37,303.5,299.2,11.93,79.25,18.15,18.94,2.99,29.4045,6.97,33.9,25.0,12.6,82
sj,33.0,0.05,0.07,0.09,0.1,25.76,29.86,297.41,301.249,301.46,297.19,303.7,299.2,21.1,77.74,29.86,18.72,3.41,29.33,6.5,33.3,25.0,18.1,126
sj,34.0,-0.12,0.05,0.11,0.14,21.07,99.02,339.27,301.18,301.22,296.69,303.7,299.1,28.1,76.73,99.02,18.17,3.39,27.93,7.93,33.3,22.8,31.7,119
sj,35.0,0.13,-0.01,0.11,0.11,18.21,77.05,351.92,301.249,301.39,297.29,303.4,299.3,30.0,79.08,77.05,18.87,3.19,28.09,6.57,32.2,22.2,104.4,137
sj,36.0,0.0,-0.03,0.21,0.22,21.35,23.3,287.1,301.249,301.51,296.64,304.1,298.6,3.7,75.44,23.3,18.16,4.43,28.86,7.06,33.9,24.4,8.9,131
sj,37.0,0.01,0.0,0.15,0.15,15.23,43.57,268.08,301.249,301.61249999999995,297.5645,304.3,299.3,11.9,77.27,43.57,19.3045,3.39,29.24,7.56,33.9,24.4,61.0,112
sj,38.0,0.03,-0.06,0.16,0.18,19.62,66.86,236.72,301.249,301.51,297.0,303.7,298.9,14.6,76.66,66.86,18.51,3.57,28.59,6.66,32.2,24.4,15.1,82
sj,39.0,0.0,-0.03,0.18,0.16,13.2,36.86,180.79,301.11,301.37,297.13,304.0,298.8,38.4,79.08,36.86,18.7,3.54,28.63,6.16,32.2,25.0,19.8,73
sj,40.0,0.05,0.04,0.11,0.08,10.35,68.31,162.98,301.09,301.13,296.96,303.3,299.3,27.3,78.35,68.31,18.5,2.69,28.01,6.34,32.8,23.3,18.6,43
sj,41.0,0.04,0.03,0.06,0.05,11.26,157.83,270.45,299.83,300.01,296.55,303.0,297.9,60.4,82.26,157.83,18.04,2.54,27.01,7.23,32.2,22.8,126.9,55
sj,42.0,0.02,0.03,0.24,0.2,12.79,112.16,219.12,300.62,300.88,297.33,303.1,298.0,18.7,82.39,112.16,18.96,2.93,28.04,6.44,33.9,23.3,45.5,55
sj,43.0,-0.03,0.05,0.17,0.16,12.03,20.75,121.61,300.69,300.71,297.39,303.1,298.7,70.3,82.42,20.75,18.99,2.44,27.97,7.07,33.3,23.9,55.1,53
sj,44.0,0.08,-0.06,0.25,0.2,14.45,39.72,128.16,300.84,300.94,296.83,302.9,298.9,26.26,78.97,39.72,18.34,2.57,27.96,7.4,32.8,23.9,57.2,46
sj,45.0,-0.0,0.06,0.2,0.15,12.04,27.22,116.25,300.66,300.74,296.75,302.6,299.0,20.43,79.33,27.22,18.23,2.13,27.87,7.01,32.8,23.3,32.5,43
sj,46.0,0.05,0.02,0.2,0.18,-0.23,37.36,96.17,299.97,299.81,296.19,301.6,298.0,93.9,79.9,37.36,17.64,2.26,27.16,6.54,31.1,23.3,41.5,29
sj,47.0,0.13,0.17,0.22,0.19,0.58,14.49,55.6,299.47,299.56,295.12,301.4,298.0,40.81,77.25,14.49,16.55,2.59,26.53,6.09,30.0,22.2,23.6,22
sj,48.0,0.13,0.18,0.27,0.25,-0.66,26.65,80.59,299.18,299.24,295.12,302.2,297.8,36.65,78.62,26.65,16.57,2.41,26.23,5.87,30.6,22.8,80.7,26
sj,49.0,-0.03,0.04,0.18,0.21,3.77,0.0,29.3,298.58,298.54,293.02,300.5,295.9,11.2,71.46,0.0,14.51,2.74,24.99,6.33,28.9,20.6,27.5,13
sj,50.0,-0.06,-0.08,0.17,0.17,-3.21,0.0,30.65,299.13,299.24,294.33,300.8,297.5,13.6,75.08,0.0,15.72,2.17,25.46,6.03,29.4,21.1,30.0,17
sj,51.0,0.11,0.05,0.29,0.29,3.2,0.0,27.23,298.44,298.65,294.14,300.9,296.5,20.64,77.32,0.0,15.53,2.53,24.63,6.19,28.9,20.6,29.1,8
sj,52.0,-0.11,-0.13,0.18,0.17,4.07,64.08,83.91,299.15,299.31,294.68,301.4,297.5,22.5,76.58,64.08,16.03,2.24,25.89,6.27,30.0,21.1,18.6,13
sj,1.0,-0.01,-0.05,0.11,0.1,-5.43,16.27,37.61,298.68,298.86,293.8,300.3,297.2,5.76,74.51,16.27,15.2,2.1,24.66,6.26,28.3,20.6,8.1,10
sj,2.0,-0.04,0.0,0.26,0.24,4.97,72.69,114.33,298.33,298.55,293.11,300.1,296.6,10.9,72.93,72.69,14.57,2.44,24.181,6.8,27.8,18.9,21.9,17
sj,3.0,-0.1845,-0.11,0.1,0.1,-2.37,74.41,114.88,298.4,298.53,294.42,300.9,296.7,41.5,78.72,74.41,15.79,2.43,24.71,6.36,30.6,20.6,101.1,19
sj,4.0,0.01,-0.05,0.1,0.11,2.9,0.0,16.3,298.29,298.34,293.51,299.9,296.6,16.8,74.9,0.0,14.9,2.01,24.29,5.14,27.8,20.6,29.2,9
sj,5.0,0.04,-0.0,0.17,0.14,1.93,0.0,15.22,297.54,297.64,292.35,300.2,295.5,9.89,72.87,0.0,13.86,2.16,24.181,6.11,28.9,18.9,7.6,9
sj,6.0,-0.1845,-0.13,0.27,0.21,-1.41,18.15,38.73,297.83,297.99,293.46,300.1,296.5,9.7,76.91,18.15,14.9,2.21,24.181,6.39,28.3,19.4,26.6,9
sj,7.0,0.33,-0.03,0.19,0.21,3.8,0.0,2.48,297.96,298.24,293.91,300.9,295.6,10.37,78.49,0.0,15.28,3.03,24.74,7.06,30.6,20.0,15.0,3
sj,8.0,-0.1,0.16,0.24,0.29,2.62,11.8,29.87,298.06,298.21,292.97,300.1,296.7,8.1,73.41,11.8,14.39,2.39,24.86,6.34,28.9,21.1,2.6,7
sj,9.0,-0.17,-0.11,0.16,0.22,-3.76,0.0,5.77,298.16,298.56,292.46,300.9,296.3,0.6,70.7,0.0,13.95,2.64,25.3,6.49,30.6,21.1,0.0,7
sj,10.0,-0.01,0.02,0.18,0.15,8.51,0.0,-4.73,297.99,298.14,293.07,300.8,295.4,7.5,74.28,0.0,14.5,3.43,25.53,6.84,30.6,21.1,3.3,0
sj,11.0,0.01,-0.01,0.17,0.16,-0.96,16.74,15.6,297.26,297.39,292.13,300.3,295.4,19.63,73.21,16.74,13.7,2.61,25.51,6.19,29.4,21.7,2.2,2
sj,12.0,0.13,-0.1,0.12,0.14,-2.16,31.34,42.42,298.06,298.3,293.41,300.4,296.0,10.35,75.53,31.34,14.82,2.86,25.69,6.19,29.4,21.7,7.4,3
sj,13.0,0.13,0.05,0.1,0.09,-2.99,24.44,26.9,298.3,298.52,293.53,301.3,296.5,5.0,74.98,24.44,14.94,3.36,26.66,7.14,32.8,22.2,7.9,3
sj,14.0,0.05,0.07,0.09,0.1,-4.45,174.04,178.63,298.24,298.55,294.42,301.2,296.2,36.3,79.6,174.04,15.79,3.19,25.43,5.64,30.6,21.1,84.6,1
sj,15.0,0.02,0.02,0.12,0.1,-0.52,44.84,50.34,298.67,298.81,294.17,300.6,297.0,12.6,76.33,44.84,15.57,2.8,25.86,6.01,30.6,22.2,48.3,3
sj,16.0,-0.01,-0.1,0.16,0.13,-1.69,60.86,65.65,298.59,298.82,294.45,301.1,296.8,28.63,78.02,60.86,15.87,3.1,26.69,6.13,30.6,22.8,5.4,3
sj,17.0,0.04,0.04,0.12,0.09,1.29,103.35,104.52,298.9,299.19,294.44,302.0,296.6,26.99,76.6,103.35,15.83,3.27,26.31,6.11,30.6,22.8,75.2,3
sj,18.0,0.01,0.04,0.12,0.1,1.09,54.47,66.01,298.87,299.19,294.73,302.2,296.5,29.05,78.1,54.47,16.12,3.39,26.5,6.01,31.1,22.2,66.1,7
sj,19.0,0.13,0.05,0.07,0.08,-0.53,12.09,24.34,298.12,298.29,293.52,300.0,296.7,19.4,75.93,12.09,14.99,2.36,25.94,5.07,29.4,22.2,80.8,3
sj,20.0,0.08,0.05,0.21,0.19,1.77,103.95,111.66,299.17,299.31,296.3,301.9,297.2,90.4,84.31,103.95,17.73,2.79,27.81,7.24,33.3,23.3,15.6,5
sj,21.0,0.13,-0.1,0.24,0.21,0.7,3.7,22.98,300.5,300.71,296.37,302.8,299.0,6.07,78.4,3.7,17.79,2.97,29.03,7.71,33.9,24.4,0.5,11
sj,22.0,0.06,0.03,0.11,0.1,9.37,64.92,75.48,300.57,300.77,295.91,302.8,298.6,6.19,75.81,64.92,17.29,3.0,28.59,7.14,33.9,24.4,22.1,5
sj,23.0,0.01,0.01,0.1,0.13,3.38,19.93,37.18,300.77,300.91,296.05,303.2,298.6,7.3,75.6,19.93,17.46,3.04,28.91,8.34,34.4,24.4,1.3,5
sj,24.0,-0.01,-0.06,0.15,0.15,4.34,7.56,14.18,301.02,301.14,296.36,303.3,299.3,12.4,75.92,7.56,17.78,2.74,28.94,7.67,34.4,23.3,34.0,6
sj,25.0,0.03,0.04,0.11,0.11,2.69,19.95,38.45,300.48,300.54,296.64,302.4,298.7,39.52,79.7,19.95,18.09,2.81,28.07,6.76,33.3,23.9,25.5,6
sj,26.0,0.1,0.2,0.13,0.12,-8.536,111.15,118.37,300.5,300.64,297.16,303.0,299.0,38.37,82.16,111.15,18.67,2.24,27.87,6.81,33.3,22.8,58.2,4
sj,27.0,0.06,0.05,0.18,0.13,-4.31,52.63,54.56,300.58,300.61,296.52,302.4,298.8,35.3,78.6,52.63,17.92,2.61,27.94,6.84,32.2,22.8,26.7,4
sj,28.0,0.02,0.07,0.12,0.11,1.18,56.73,72.4,300.26,300.43,296.78,303.0,298.4,64.68,81.48,56.73,18.22,2.69,27.84,6.51,32.8,22.8,51.6,8
sj,29.0,0.05,0.03,0.2,0.16,5.96,16.61,47.63,300.24,300.22,296.59,302.3,298.3,40.4,80.54,16.61,18.01,2.56,27.49,6.47,31.7,22.8,36.8,14
sj,30.0,-0.06,-0.11,0.1,0.1,6.35,29.74,49.69,300.79,300.95,296.76,302.8,298.6,19.1,78.77,29.74,18.21,2.67,28.6,6.66,33.9,23.9,13.3,12
sj,31.0,-0.11,0.1,0.15,0.15,-1.55,93.78,121.79,300.4,300.47,296.96,302.7,298.4,72.24,81.65,93.78,18.43,2.8,27.83,6.27,32.2,22.8,100.0,16
sj,32.0,0.0,0.01,0.15,0.13,1.49,63.83,93.44,300.21,300.37,296.57,303.1,297.9,171.58,80.65,63.83,18.01,2.86,27.44,5.4,31.1,23.9,40.9,10
sj,33.0,0.13,0.01,0.22,0.18,3.59,3.19,46.78,300.91,301.12,296.84,303.0,299.3,13.5,78.63,3.19,18.33,2.47,28.64,5.3,32.2,24.4,1.5,16
sj,34.0,0.06,0.0,0.18,0.18,-1.97,70.61,104.9,300.82,300.96,297.0,303.1,299.0,39.5,79.81,70.61,18.51,2.76,27.99,6.77,32.2,23.9,30.7,18
sj,35.0,0.08,0.08,0.16,0.12,4.16,51.48,77.4,301.07,301.22,297.13,303.2,299.1,22.2,79.15,51.48,18.63,2.47,28.13,5.57,31.7,23.3,33.8,15
sj,36.0,0.01,-0.03,0.14,0.13,2.05,24.11,71.26,301.07,301.16,296.88,303.1,298.8,15.5,78.12,24.11,18.4,3.0,28.54,6.34,32.2,24.4,9.8,23
sj,37.0,0.03,-0.05,0.14,0.18,-3.76,67.31,101.72,301.1,301.36,296.86,304.2,298.8,27.2,77.93,67.31,18.38,3.5,28.53,7.2,33.3,23.9,25.3,17
sj,38.0,-0.06,-0.02,0.2,0.17,7.68,27.18,86.97,301.249,301.56,296.72,303.6,299.2,9.6,75.86,27.18,18.21,3.41,28.83,6.8,33.3,23.9,2.3,33
sj,39.0,-0.03,-0.04,0.19,0.17,8.48,27.63,54.17,301.249,301.54,296.9,304.2,299.0,18.86,76.95,27.63,18.4,3.61,28.96,6.29,32.8,25.0,6.2,15
sj,40.0,0.13,0.12,0.18,0.2,-3.13,12.22,34.54,301.249,301.61249999999995,296.55,303.7,299.3,14.1,74.73,12.22,18.0,3.07,28.86,7.39,33.9,24.4,7.3,13
sj,41.0,0.06,-0.13,0.24,0.25,-4.32,44.38,69.31,301.249,301.43,296.76,303.2,299.2,20.4,76.01,44.38,18.26,2.54,28.7,7.21,33.3,23.9,28.0,11
sj,42.0,0.12,0.12,0.07,0.06,9.61,64.15,92.51,300.76,300.77,296.84,302.9,298.6,37.0,79.41,64.15,18.39,3.03,28.36,7.53,33.3,23.9,140.8,14
sj,43.0,0.05,-0.04,0.17,0.13,-2.67,95.43,121.59,300.68,300.83,296.88,302.9,299.0,27.2,79.93,95.43,18.46,3.09,28.11,7.01,32.8,23.3,65.8,17
sj,44.0,0.13,0.07,0.16,0.11,-8.41,15.91,54.18,300.94,301.03,297.37,303.4,299.3,54.12,81.09,15.91,18.95,2.77,28.5,5.77,32.2,25.0,38.0,19
sj,45.0,-0.1845,-0.03,0.22,0.18,7.78,6.61,52.67,300.88,300.99,296.16,302.8,299.2,8.2,75.57,6.61,17.62,2.59,27.99,6.13,31.7,24.4,18.0,20
sj,46.0,-0.17,-0.13,0.17,0.13,-3.3,21.29,42.43,300.41,300.56,295.06,302.8,298.5,13.2,72.68,21.29,16.46,2.47,27.19,6.63,31.7,23.3,18.5,12
sj,47.0,0.09,-0.01,0.18,0.19,11.93,57.01,100.59,299.33,299.49,294.66,302.4,296.5,26.82,75.6,57.01,16.08,3.26,27.04,7.16,32.8,22.8,0.8,21
sj,48.0,0.01,0.12,0.09,0.05,-2.99,51.3,59.18,300.34,300.41,295.92,302.2,298.4,14.56,76.83,51.3,17.35,2.9,27.41,7.4,32.2,22.2,88.7,7
sj,49.0,0.05,-0.05,0.23,0.1,-0.66,25.02,68.32,299.5,299.46,294.57,300.8,297.5,42.55,74.43,25.02,15.97,2.01,25.94,5.77,29.4,22.2,68.0,19
sj,50.0,-0.04,0.03,0.18,0.2,-0.6,0.0,19.11,299.63,299.74,295.59,301.3,298.2,18.4,78.64,0.0,16.99,2.1,26.53,5.94,30.0,22.8,6.9,10
sj,51.0,-0.05,0.03,0.11,0.13,6.17,0.0,26.25,299.3,299.47,294.55,300.8,297.7,14.5,75.24,0.0,15.92,1.97,25.93,6.17,30.0,22.2,26.9,13
sj,1.0,0.26,0.05,0.15,0.14,0.02,0.0,12.0,298.67,298.89,294.23,300.2,297.6,12.4,76.53,0.0,15.6,1.87,25.36,4.99,28.3,21.7,21.7,10
sj,2.0,0.13,-0.04,0.19,0.21,1.23,0.0,6.8,298.57,298.69,293.76,300.3,296.7,16.3,74.81,0.0,15.12,2.11,25.09,6.56,29.4,21.1,14.8,8
sj,3.0,-0.02,-0.0,0.1,0.07,5.25,63.41,94.19,298.22,298.32,294.02,300.6,295.9,60.49,77.65,63.41,15.37,3.04,24.97,6.19,28.3,20.6,21.4,21
sj,4.0,0.13,0.12,0.25,0.25,-3.51,0.0,27.01,298.2,298.33,293.21,299.5,296.6,9.33,73.8,0.0,14.61,1.97,25.0,5.71,28.3,21.1,16.8,11
sj,5.0,0.13,0.04,0.1,0.14,3.61,0.0,19.63,297.95,298.22,292.7,301.3,295.5,0.6,72.76,0.0,14.16,3.79,25.09,7.77,30.6,20.6,0.0,9
sj,6.0,-0.1845,0.07,0.2,0.23,7.3,0.0,25.6,298.55,298.79,293.74,300.4,296.7,0.6,74.8,0.0,15.1,2.5,25.6,7.06,30.0,21.1,3.3,14
sj,7.0,-0.08,-0.07,0.24,0.19,-4.69,0.0,22.29,298.44,298.59,293.83,301.4,295.8,1.2,75.75,0.0,15.18,3.46,26.16,7.6,32.2,21.1,0.3,14
sj,8.0,0.21,0.1,0.19,0.16,-2.91,0.0,20.48,298.71,298.89,293.69,301.2,295.7,6.73,73.93,0.0,15.09,3.44,26.41,8.49,31.1,21.7,1.5,15
sj,9.0,0.13,-0.02,0.06,0.05,-6.71,0.0,33.87,298.32,298.51,294.2,301.0,296.2,23.12,78.13,0.0,15.56,2.89,25.63,7.0,31.7,21.1,22.9,18
sj,10.0,0.05,-0.02,0.18,0.12,2.52,0.0,33.18,299.11,299.25,294.33,301.5,296.9,3.7,75.01,0.0,15.7,3.07,26.56,7.67,32.2,22.2,8.4,16
sj,11.0,0.04,0.0,0.16,0.18,4.45,0.0,28.52,299.02,299.34,294.02,301.0,296.6,1.5,74.03,0.0,15.38,2.99,26.71,8.04,31.7,21.7,0.3,12
sj,12.0,0.01,0.02,0.16,0.15,9.34,9.12,46.51,298.45,298.66,293.77,301.8,296.8,5.1,75.44,9.12,15.17,2.63,26.86,7.54,32.8,22.2,0.5,20
sj,13.0,0.02,0.04,0.07,0.08,-2.42,33.72,46.1,298.76,298.85,294.38,300.9,297.1,25.2,76.78,33.72,15.74,2.53,27.13,7.8,33.3,22.8,7.6,8
